cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
18.0,2253,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,11,3,46,22,E McDowell Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
48.0,2309,Fail to Obey Traffic Control Device,N Scottsdale Rd / E Thomas Rd,11,3,46,23,N Scottsdale Rd / E Thomas Rd -  xxx,"(37.0, 50.0]"
19.0,19,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,2,46,0,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
53.0,1229,Fail to Obey Traffic Control Device,N Hayden Rd / E Thomas Rd,11,0,46,12,N Hayden Rd / E Thomas Rd -  xxx,"(50.0, 97.0]"
49.0,811,Speed Greater Than R&P or Posted,N 100th St,11,1,46,8,N 100th St - 1xxx,"(37.0, 50.0]"
41.0,1449,Fail to Stop For Red Signal,N Scottsdale Rd / E Thomas Rd,11,0,46,14,N Scottsdale Rd / E Thomas Rd -  xxx,"(37.0, 50.0]"
29.0,1603,Speed Greater Than R&P or Posted,N 64th St,11,0,46,16,N 64th St - 2xxx,"(24.0, 29.0]"
21.0,709,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
39.0,732,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
57.0,755,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
21.0,827,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
24.0,847,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
30.0,916,Speed Greater Than R&P or Posted,E McDonald DR,11,3,46,9,E McDonald DR - 7xxx,"(29.0, 37.0]"
52.0,1424,Speed Greater Than R&P or Posted,E Camelback Rd,11,1,46,14,E Camelback Rd - 7xxx,"(50.0, 97.0]"
31.0,1340,Speed Greater Than R&P or Posted,E Camelback Rd,11,1,46,13,E Camelback Rd - 7xxx,"(29.0, 37.0]"
45.0,1900,Expired/No Arizona Registration,E Shea Bl,11,2,46,19,E Shea Bl - 1xxx,"(37.0, 50.0]"
39.0,835,Speed Greater Than R&P or Posted,N 68th St,11,3,46,8,N 68th St - 3xxx,"(37.0, 50.0]"
36.0,802,Fail to Obey Traffic Control Device,E Shea Bl,11,3,46,8,E Shea Bl - 9xxx,"(29.0, 37.0]"
46.0,708,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
25.0,734,Speed Greater Than R&P or Posted,E Indian Bend Rd,11,3,46,7,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
28.0,752,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
66.0,1115,Speed Greater Than R&P or Posted,E Indian Bend Rd,11,2,47,11,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
29.0,819,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
29.0,839,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
29.0,1622,Failure to Control Speed to Avoid A Collision,E McDowell Rd,11,1,47,16,E McDowell Rd - 8xxx,"(24.0, 29.0]"
30.0,1914,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,4,46,19,N Scottsdale Rd - 5xxx,"(29.0, 37.0]"
26.0,2209,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,11,3,47,22,N Scottsdale Rd / E Thomas Rd -  xxx,"(24.0, 29.0]"
29.0,45,DUI-Impaired to Slightest Degree,E McDowell Rd / N Scottsdale Rd,11,4,47,0,E McDowell Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
41.0,557,Suspended/Revoked D.L.,E Indian Bend Rd,11,4,47,5,E Indian Bend Rd - 8xxx,"(37.0, 50.0]"
29.0,1420,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,46,14,E Camelback Rd - 7xxx,"(24.0, 29.0]"
54.0,1454,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,46,14,E Camelback Rd - 7xxx,"(50.0, 97.0]"
33.0,2308,Speed Greater Than R&P or Posted,E Chaparral Rd,11,4,46,23,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
20.0,2248,Speed Greater Than R&P or Posted,E Chaparral Rd,11,4,46,22,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
23.0,1527,Speed Greater Than R&P or Posted,E Camelback Rd,11,4,46,15,E Camelback Rd - 7xxx,"(17.999, 24.0]"
46.0,1746,Expired/No Arizona Registration,N Hayden Rd,11,4,46,17,N Hayden Rd - 6xxx,"(37.0, 50.0]"
26.0,1810,Expired/No Arizona Registration,N Scottsdale Rd,11,5,46,18,N Scottsdale Rd - 5xxx,"(24.0, 29.0]"
26.0,2225,Fail to Obey Traffic Control Device,E Indian School Rd,11,4,46,22,E Indian School Rd - 8xxx,"(24.0, 29.0]"
24.0,2054,Fail to Stop For Red Signal,N Hayden Rd / E Thomas Rd,11,5,46,20,N Hayden Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
53.0,651,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,6,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
61.0,715,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
42.0,732,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
50.0,804,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
48.0,822,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
24.0,841,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
42.0,854,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
48.0,700,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
32.0,717,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(29.0, 37.0]"
57.0,732,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
29.0,746,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
53.0,803,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
48.0,822,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
45.0,847,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
33.0,856,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,8,N Scottsdale Rd - 8xxx,"(29.0, 37.0]"
70.0,913,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,9,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
33.0,2209,Speed Greater Than R&P or Posted,N Frank Lloyd Wright Bl,11,2,46,22,N Frank Lloyd Wright Bl - 1xxx,"(29.0, 37.0]"
58.0,700,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
27.0,723,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,3,46,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
32.0,1557,Drug Paraphernalia-Possess/Use,E McDowell Rd,8,6,31,15,E McDowell Rd - 6xxx,"(29.0, 37.0]"
30.0,2323,DUI-Impaired to Slightest Degree,E Camelback Rd,8,2,32,23,E Camelback Rd - 7xxx,"(29.0, 37.0]"
36.0,2236,DUI-Impaired to Slightest Degree,E Frank Lloyd Wright Bl / N Scottsdale Rd,8,2,32,22,E Frank Lloyd Wright Bl / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
21.0,57,DUI-Impaired to Slightest Degree,E Camelback Rd,8,3,32,0,E Camelback Rd - 7xxx,"(17.999, 24.0]"
36.0,231,Drug Paraphernalia-Possess/Use,E Camelback Rd,8,3,32,2,E Camelback Rd - 7xxx,"(29.0, 37.0]"
56.0,139,DUI-Impaired to Slightest Degree,N Scottsdale Rd,8,3,32,1,N Scottsdale Rd - 9xxx,"(50.0, 97.0]"
73.0,723,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,7,N Pima Rd - 2xxx,"(50.0, 97.0]"
62.0,854,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,31,8,E Indian School Rd - 6xxx,"(50.0, 97.0]"
22.0,919,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
64.0,840,Speed Greater Than R&P or Posted,E Via Linda,8,1,32,8,E Via Linda - 1xxx,"(50.0, 97.0]"
19.0,527,Speed Greater Than R&P or Posted,N Pima Rd,8,4,31,5,N Pima Rd - 2xxx,"(17.999, 24.0]"
24.0,825,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,31,8,E Indian School Rd - 6xxx,"(17.999, 24.0]"
51.0,751,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,7,N Goldwater Bl - 4xxx,"(50.0, 97.0]"
22.0,807,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
50.0,2135,Drug Paraphernalia-Possess/Use,E McDowell Rd,8,2,32,21,E McDowell Rd - 8xxx,"(37.0, 50.0]"
32.0,826,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
18.0,1545,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,31,15,E Indian School Rd - 6xxx,"(17.999, 24.0]"
18.0,911,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
59.0,2114,Fail to Obey Traffic Control Device,E McDowell Rd / N Scottsdale Rd,8,0,32,21,E McDowell Rd / N Scottsdale Rd -  xxx,"(50.0, 97.0]"
64.0,908,No Proof of Insurance,N Miller Rd,8,0,32,9,N Miller Rd - 5xxx,"(50.0, 97.0]"
23.0,905,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
32.0,1012,Expired/No Arizona Registration,N Pima Rd,8,6,31,10,N Pima Rd - 7xxx,"(29.0, 37.0]"
32.0,945,Speed Greater Than R&P or Posted,E Shea Bl,8,3,31,9,E Shea Bl - 9xxx,"(29.0, 37.0]"
38.0,852,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
48.0,734,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,7,N Pima Rd - 2xxx,"(37.0, 50.0]"
37.0,930,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
58.0,806,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,8,N Pima Rd - 2xxx,"(50.0, 97.0]"
65.0,937,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(50.0, 97.0]"
50.0,645,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,6,N Pima Rd - 2xxx,"(37.0, 50.0]"
59.0,644,Speed Greater Than R&P or Posted,E Via Linda,8,3,31,6,E Via Linda - 9xxx,"(50.0, 97.0]"
31.0,806,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,31,8,E Indian School Rd - 6xxx,"(29.0, 37.0]"
36.0,702,Speed Greater Than R&P or Posted,E Via Linda,8,3,31,7,E Via Linda - 9xxx,"(29.0, 37.0]"
43.0,729,Speed Greater Than R&P or Posted,E Via Linda,8,3,31,7,E Via Linda - 9xxx,"(37.0, 50.0]"
28.0,907,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,31,9,E Indian School Rd - 6xxx,"(24.0, 29.0]"
25.0,905,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,8,3,31,9,E McDowell Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
47.0,659,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,6,N Pima Rd - 2xxx,"(37.0, 50.0]"
52.0,1549,Expired/No Arizona Registration,N Hayden Rd / E Indian School Rd,7,2,31,15,N Hayden Rd / E Indian School Rd -  xxx,"(50.0, 97.0]"
40.0,746,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,7,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
49.0,1429,Fail to Obey Traffic Control Device,N Granite Reef Rd,8,0,32,14,N Granite Reef Rd - 5xxx,"(37.0, 50.0]"
25.0,750,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,31,7,E Indian School Rd - 6xxx,"(24.0, 29.0]"
20.0,712,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,7,N Pima Rd - 2xxx,"(17.999, 24.0]"
20.0,802,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
33.0,924,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,9,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
36.0,827,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
23.0,737,Speed Greater Than R&P or Posted,N Scottsdale Rd,8,0,32,7,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
51.0,708,Speed Greater Than R&P or Posted,N Thompson Peak Py,8,3,31,7,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
50.0,802,Speed Greater Than R&P or Posted,N Pima Rd,8,3,31,8,N Pima Rd - 2xxx,"(37.0, 50.0]"
59.0,1021,Speed Greater Than R&P or Posted,N Hayden Rd,8,3,31,10,N Hayden Rd - 1xxx,"(50.0, 97.0]"
25.0,659,Speed Greater Than R&P or Posted,N Scottsdale Rd,8,1,32,6,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
55.0,1440,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,8,3,32,14,N Scottsdale Rd / E Thomas Rd -  xxx,"(50.0, 97.0]"
46.0,901,Failure to Control Speed to Avoid A Collision,E Cactus Rd,8,3,32,9,E Cactus Rd - 7xxx,"(37.0, 50.0]"
21.0,1346,Suspended/Revoked D.L.,E Thomas Rd,8,3,32,13,E Thomas Rd - 8xxx,"(17.999, 24.0]"
30.0,1549,Failure to Control Speed to Avoid A Collision,N Hayden Rd,8,3,32,15,N Hayden Rd - 1xxx,"(29.0, 37.0]"
33.0,157,Drug Paraphernalia-Possess/Use,E Shea Bl,8,1,32,1,E Shea Bl - 8xxx,"(29.0, 37.0]"
29.0,133,DUI-Impaired to Slightest Degree,N Hayden Rd / E Indian School Rd,8,4,32,1,N Hayden Rd / E Indian School Rd -  xxx,"(24.0, 29.0]"
24.0,215,Drug Paraphernalia-Possess/Use,E Camelback Rd / N Saddlebag Tr,8,4,32,2,E Camelback Rd / N Saddlebag Tr -  xxx,"(17.999, 24.0]"
24.0,215,Suspended/Revoked D.L.,E Camelback Rd / N Saddlebag Tr,8,4,32,2,E Camelback Rd / N Saddlebag Tr -  xxx,"(17.999, 24.0]"
22.0,921,Speed Greater Than R&P or Posted,N Goldwater Bl,8,1,32,9,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
49.0,1038,No Proof of Insurance,E Frank Lloyd Wright Bl,8,3,31,10,E Frank Lloyd Wright Bl - 8xxx,"(37.0, 50.0]"
40.0,1413,Expired/No Arizona Registration,E Shea Bl,8,4,31,14,E Shea Bl - 8xxx,"(37.0, 50.0]"
21.0,1045,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl,8,3,31,10,E Frank Lloyd Wright Bl - 8xxx,"(17.999, 24.0]"
18.0,2159,Expired/No Arizona Registration,N Scottsdale Rd,7,2,31,21,N Scottsdale Rd - 6xxx,"(17.999, 24.0]"
24.0,814,Speed Greater Than R&P or Posted,E Indian Bend Rd,8,4,31,8,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
43.0,831,Speed Greater Than R&P or Posted,E Indian Bend Rd,8,4,31,8,E Indian Bend Rd - 7xxx,"(37.0, 50.0]"
24.0,2322,Speed Greater Than R&P or Posted,E Shea Bl,8,3,31,23,E Shea Bl - 8xxx,"(17.999, 24.0]"
19.0,643,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl / L101,8,3,31,6,E Frank Lloyd Wright Bl / L101 -  xxx,"(17.999, 24.0]"
36.0,841,Speed Greater Than R&P or Posted,E Indian Bend Rd,8,4,31,8,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
37.0,742,Speed Greater Than R&P or Posted,N Hayden Rd,8,4,31,7,N Hayden Rd - 1xxx,"(29.0, 37.0]"
43.0,824,Speed Greater Than R&P or Posted,N Goldwater Bl,7,2,31,8,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
25.0,755,Speed Greater Than R&P or Posted,N Hayden Rd,8,4,31,7,N Hayden Rd - 1xxx,"(24.0, 29.0]"
30.0,1039,Speed Greater Than R&P or Posted,N Thompson Peak Py,8,4,31,10,N Thompson Peak Py - 1xxx,"(29.0, 37.0]"
37.0,1143,Speed Greater Than R&P or Posted,N 136th St,8,3,31,11,N 136th St - 1xxx,"(29.0, 37.0]"
28.0,1500,Speed Greater Than R&P or Posted,E Via Linda,8,3,31,15,E Via Linda - 1xxx,"(24.0, 29.0]"
41.0,931,Speed Greater Than R&P or Posted,N Goldwater Bl,8,1,32,9,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
26.0,2343,Speed Greater Than R&P or Posted,N Scottsdale Rd,8,3,31,23,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
56.0,940,Speed Greater Than R&P or Posted,N Goldwater Bl,8,1,32,9,N Goldwater Bl - 4xxx,"(50.0, 97.0]"
55.0,108,Speed Greater Than R&P or Posted,E Indian School Rd,8,4,32,1,E Indian School Rd - 7xxx,"(50.0, 97.0]"
29.0,2056,DUI-Impaired to Slightest Degree,E Shea Bl,8,4,32,20,E Shea Bl - 1xxx,"(24.0, 29.0]"
64.0,759,Suspended/Revoked D.L.,N Scottsdale Rd,8,5,32,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
28.0,932,Drug Paraphernalia-Possess/Use,E Indian School Rd,8,5,32,9,E Indian School Rd - 6xxx,"(24.0, 29.0]"
28.0,1314,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,8,5,32,13,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
22.0,2018,DUI-Impaired to Slightest Degree,L101 / E Shea Bl,8,5,32,20,L101 / E Shea Bl -  xxx,"(17.999, 24.0]"
22.0,2357,DUI-Impaired to Slightest Degree,E McDonald DR,8,5,32,23,E McDonald DR - 8xxx,"(17.999, 24.0]"
30.0,217,Drug Paraphernalia-Possess/Use,E Indian Pz,8,6,32,2,E Indian Pz - 7xxx,"(29.0, 37.0]"
36.0,1804,Drug Paraphernalia-Possess/Use,N 90th St,8,6,32,18,N 90th St - 9xxx,"(29.0, 37.0]"
60.0,50,Drug Paraphernalia-Possess/Use,N Scottsdale Rd / E Shea Bl,8,0,33,0,N Scottsdale Rd / E Shea Bl -  xxx,"(50.0, 97.0]"
24.0,24,DUI-Impaired to Slightest Degree,E Camelback Rd,8,0,33,0,E Camelback Rd - 7xxx,"(17.999, 24.0]"
24.0,24,Failure to Control Speed to Avoid A Collision,E Camelback Rd,8,0,33,0,E Camelback Rd - 7xxx,"(17.999, 24.0]"
43.0,809,Speed Greater Than R&P or Posted,N Scottsdale Rd,8,3,31,8,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
24.0,750,Expired/No Arizona Registration,N Scottsdale Rd,8,3,31,7,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
24.0,1638,Drug Paraphernalia-Possess/Use,L101 / E Shea Bl,4,2,16,16,L101 / E Shea Bl -  xxx,"(17.999, 24.0]"
60.0,1935,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,4,2,16,19,N Scottsdale Rd - 4xxx,"(50.0, 97.0]"
24.0,219,DUI-Impaired to Slightest Degree,E Shoeman Ln,4,6,15,2,E Shoeman Ln - 7xxx,"(17.999, 24.0]"
30.0,2304,DUI-Impaired to Slightest Degree,N 75th St,4,2,16,23,N 75th St - 4xxx,"(29.0, 37.0]"
46.0,4,DUI-Impaired to Slightest Degree,N Hayden Rd / E Indian School Rd,4,3,16,0,N Hayden Rd / E Indian School Rd -  xxx,"(37.0, 50.0]"
33.0,1246,Speed Greater Than R&P or Posted,E Shea Bl,4,5,15,12,E Shea Bl - 1xxx,"(29.0, 37.0]"
48.0,1619,Speed Greater Than R&P or Posted,L101 / E Shea Bl,4,0,15,16,L101 / E Shea Bl -  xxx,"(37.0, 50.0]"
51.0,38,Fail to Stop For Red Signal,E Frank Lloyd Wright Bl / L101,4,2,15,0,E Frank Lloyd Wright Bl / L101 -  xxx,"(50.0, 97.0]"
60.0,1022,Speed Greater Than R&P or Posted,E Via Linda,4,3,15,10,E Via Linda - 1xxx,"(50.0, 97.0]"
23.0,1159,Suspended/Revoked D.L.,N Scottsdale Rd,4,2,16,11,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
32.0,804,Failure to Control Speed to Avoid A Collision,E Cactus Rd,4,3,16,8,E Cactus Rd - 8xxx,"(29.0, 37.0]"
45.0,713,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / N Hayden Rd,4,5,15,7,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(37.0, 50.0]"
27.0,950,Suspended/Revoked D.L.,E McDonald DR,4,5,15,9,E McDonald DR - 8xxx,"(24.0, 29.0]"
42.0,1309,Speed Greater Than R&P or Posted,E Shea Bl,4,6,15,13,E Shea Bl - 1xxx,"(37.0, 50.0]"
61.0,1331,Speed Greater Than R&P or Posted,E Shea Bl,4,6,15,13,E Shea Bl - 1xxx,"(50.0, 97.0]"
27.0,1820,Expired/No Arizona Registration,N Scottsdale Rd,4,6,15,18,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
20.0,1142,Failure to Control Speed to Avoid A Collision,E Indian School Rd,4,3,16,11,E Indian School Rd - 8xxx,"(17.999, 24.0]"
39.0,1454,Failure to Control Speed to Avoid A Collision,E McDowell Rd,4,3,16,14,E McDowell Rd - 7xxx,"(37.0, 50.0]"
42.0,2347,DUI-Impaired to Slightest Degree,E McDowell Rd / N Scottsdale Rd,4,2,16,23,E McDowell Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
55.0,1914,Suspended/Revoked D.L.,E Shea Bl,4,3,16,19,E Shea Bl - 9xxx,"(50.0, 97.0]"
23.0,49,Suspended/Revoked D.L.,E Indian School Rd,4,4,16,0,E Indian School Rd - 8xxx,"(17.999, 24.0]"
26.0,2,Drug Paraphernalia-Possess/Use,E Shea Bl,4,4,16,0,E Shea Bl - 7xxx,"(24.0, 29.0]"
24.0,2211,No Proof of Insurance,E Frank Lloyd Wright Bl / L101,4,0,16,22,E Frank Lloyd Wright Bl / L101 -  xxx,"(17.999, 24.0]"
32.0,1723,Expired/No Arizona Registration,E Indian School Rd,4,0,16,17,E Indian School Rd - 7xxx,"(29.0, 37.0]"
26.0,1252,Expired/No Arizona Registration,E Indian School Rd,4,1,16,12,E Indian School Rd - 8xxx,"(24.0, 29.0]"
24.0,41,Speed Greater Than R&P or Posted,N Pima Rd,4,1,16,0,N Pima Rd - 2xxx,"(17.999, 24.0]"
22.0,1845,Fail to Obey Traffic Control Device,E Camelback Rd,4,1,16,18,E Camelback Rd - 7xxx,"(17.999, 24.0]"
49.0,1421,Speed Greater Than R&P or Posted,N Thompson Peak Py,4,1,16,14,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
65.0,12,Expired/No Arizona Registration,L101 / E Shea Bl,4,1,16,0,L101 / E Shea Bl -  xxx,"(50.0, 97.0]"
18.0,1410,Speed Greater Than R&P or Posted,N Thompson Peak Py,4,1,16,14,N Thompson Peak Py - 1xxx,"(17.999, 24.0]"
25.0,2142,Fail to Obey Traffic Control Device,E Thomas Rd,4,0,16,21,E Thomas Rd - 6xxx,"(24.0, 29.0]"
47.0,806,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / L101,4,1,16,8,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
18.0,23,Speed Greater Than R&P or Posted,E Cactus Rd,4,1,16,0,E Cactus Rd - 6xxx,"(17.999, 24.0]"
27.0,1000,Expired/No Arizona Registration,E McDonald DR,4,0,16,10,E McDonald DR - 7xxx,"(24.0, 29.0]"
35.0,1832,Drug Paraphernalia-Possess/Use,E Shea Bl,4,3,16,18,E Shea Bl - 8xxx,"(29.0, 37.0]"
34.0,1243,Drug Paraphernalia-Possess/Use,E Thomas Rd,4,4,16,12,E Thomas Rd - 7xxx,"(29.0, 37.0]"
25.0,1757,Drug Paraphernalia-Possess/Use,N Miller Rd,4,4,16,17,N Miller Rd - 2xxx,"(24.0, 29.0]"
49.0,1830,Suspended/Revoked D.L.,N Hayden Rd,4,4,16,18,N Hayden Rd - 1xxx,"(37.0, 50.0]"
20.0,1921,DUI-Impaired to Slightest Degree,N Scottsdale Rd,4,4,16,19,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
30.0,2131,Drug Paraphernalia-Possess/Use,E Indian School Rd,4,4,16,21,E Indian School Rd - 6xxx,"(29.0, 37.0]"
25.0,16,Drug Paraphernalia-Possess/Use,N 75th St,4,5,16,0,N 75th St - 4xxx,"(24.0, 29.0]"
25.0,16,Drug Paraphernalia-Possess/Use,N 75th St,4,5,16,0,N 75th St - 4xxx,"(24.0, 29.0]"
24.0,5,Drug Paraphernalia-Possess/Use,E Shoeman Ln,4,5,16,0,E Shoeman Ln - 7xxx,"(17.999, 24.0]"
26.0,5,Drug Paraphernalia-Possess/Use,E Shoeman Ln,4,5,16,0,E Shoeman Ln - 7xxx,"(24.0, 29.0]"
24.0,1048,Suspended/Revoked D.L.,E Cactus Rd,4,5,16,10,E Cactus Rd - 7xxx,"(17.999, 24.0]"
39.0,1120,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,4,4,16,11,N Scottsdale Rd - 3xxx,"(37.0, 50.0]"
32.0,843,DUI-Impaired to Slightest Degree,E Thomas Rd,4,5,16,8,E Thomas Rd - 8xxx,"(29.0, 37.0]"
30.0,1636,DUI-Impaired to Slightest Degree,E Indian School Rd,4,5,16,16,E Indian School Rd - 8xxx,"(29.0, 37.0]"
44.0,2126,DUI-Impaired to Slightest Degree,E Via Linda,4,5,16,21,E Via Linda - 1xxx,"(37.0, 50.0]"
